,Region,Gender,Marriage,SupportParty,confidence_level,Religon,Nationity,Color,year
490,Wales,Female,Married,Plaid_Cymru,2,Other_Christian,Welsh,BLACK,2018
491,Scotland,Female,Married,Conservative,2,Other_Christian,Scottish,BLACK,2018
492,Yorkshire_and_The_Humber,Male,Married,Labour,1,Non_Christian,British,BLACK,2018
494,East_of_England,Female,Not_married,Labour,2,No_religion,English,BLACK,2018
496,Yorkshire_and_The_Humber,Female,Separated_after_marrying,None,0,No_religion,Other,BLACK,2018
497,Yorkshire_and_The_Humber,Female,Married,Labour,0,Non_Christian,British,BLACK,2018
498,South_East,Male,Married,Conservative,1,Roman_Catholic,British,BLACK,2018
499,East_of_England,Female,Married,None,2,No_religion,British,BLACK,2018
500,East_of_England,Female,Married,Conservative,0,Church_of_England,British,BLACK,2018
501,West_Midlands,Male,Married,Labour,0,No_religion,British,BLACK,2018
503,East_Midlands,Female,Married,None,1,Non_Christian,British,BLACK,2018
506,Scotland,Male,Separated_after_marrying,Conservative,2,No_religion,British,BLACK,2018
509,West_Midlands,Male,Married,None,0,No_religion,English,BLACK,2018
510,South_East,Male,Not_married,Labour,0,No_religion,British,BLACK,2018
511,South_East,Female,Married,Liberal_Democrat,1,No_religion,British,BLACK,2018
514,South_West,Female,Married,Conservative,2,Other_Christian,English,BLACK,2018
515,South_East,Female,Married,Liberal_Democrat,0,Church_of_England,British,BLACK,2018
516,Yorkshire_and_The_Humber,Female,Widowed,Labour,2,Non_Christian,British,BLACK,2018
517,Yorkshire_and_The_Humber,Female,Married,Conservative,2,Roman_Catholic,English,BLACK,2018
519,Wales,Male,Living_as_married,Labour,2,No_religion,Welsh,BLACK,2018
520,East_of_England,Female,Married,Conservative,2,Roman_Catholic,British,BLACK,2018
521,South_East,Male,Married,Labour,2,No_religion,Other,BLACK,2018
522,East_of_England,Male,Married,Conservative,0,No_religion,European,BLACK,2018
524,South_West,Female,Married,Labour,2,No_religion,English,BLACK,2018
525,North_West,Female,Not_married,Labour,2,Other_Christian,British,BLACK,2018
526,Yorkshire_and_The_Humber,Female,Married,Conservative,0,No_religion,English,BLACK,2018
527,South_West,Male,Not_married,UKIP,2,No_religion,English,BLACK,2018
530,Wales,Female,Married,Labour,2,No_religion,Welsh,BLACK,2018
532,East_Midlands,Female,Living_as_married,Labour,2,No_religion,British,BLACK,2018
533,South_East,Female,Married,Conservative,0,No_religion,Scottish,BLACK,2018
534,North_West,Female,Not_married,Labour,1,No_religion,English,BLACK,2018
535,Yorkshire_and_The_Humber,Male,Not_married,None,0,Church_of_England,British,BLACK,2018
538,North_West,Female,Separated_after_marrying,Conservative,1,No_religion,British,BLACK,2018
539,Yorkshire_and_The_Humber,Male,Living_as_married,Labour,1,No_religion,English,BLACK,2018
540,Yorkshire_and_The_Humber,Male,Married,Conservative,2,Church_of_England,English,BLACK,2018
542,West_Midlands,Male,Married,Green_Party,1,No_religion,British,BLACK,2018
545,East_of_England,Female,Not_married,None,1,No_religion,English,BLACK,2018
546,North_West,Male,Not_married,Liberal_Democrat,2,No_religion,English,BLACK,2018
548,Scotland,Male,Separated_after_marrying,Labour,0,No_religion,British,BLACK,2018
549,North_West,Female,Living_as_married,Labour,0,No_religion,English,BLACK,2018
550,London,Female,Not_married,Labour,1,No_religion,British,BLACK,2018
552,Wales,Male,Not_married,None,2,No_religion,British,BLACK,2018
553,North_West,Male,Not_married,Conservative,2,Church_of_England,British,BLACK,2018
554,East_of_England,Male,Not_married,Labour,1,No_religion,British,BLACK,2018
556,North_West,Male,Not_married,Labour,0,No_religion,Other,BLACK,2018
557,West_Midlands,Male,Not_married,None,2,Church_of_England,English,BLACK,2018
558,South_West,Female,Living_as_married,Conservative,0,No_religion,British,BLACK,2018
559,Scotland,Male,Living_as_married,Labour,2,No_religion,Scottish,BLACK,2018
560,East_of_England,Male,Not_married,BNP,2,No_religion,British,BLACK,2018
561,North_West,Female,Living_as_married,Labour,2,No_religion,English,BLACK,2018
562,South_West,Female,Not_married,Conservative,2,No_religion,English,BLACK,2018
563,East_of_England,Female,Living_as_married,Conservative,2,Church_of_England,British,BLACK,2018
564,Wales,Female,Married,Plaid_Cymru,1,No_religion,Welsh,BLACK,2018
566,West_Midlands,Male,Not_married,Labour,0,No_religion,British,BLACK,2018
567,London,Female,Separated_after_marrying,Labour,2,Other_Christian,Other,BLACK,2018
568,South_East,Female,Married,Liberal_Democrat,1,Non_Christian,British,BLACK,2018
569,Scotland,Female,Widowed,Liberal_Democrat,0,No_religion,Scottish,BLACK,2018
570,Yorkshire_and_The_Humber,Male,Not_married,None,2,No_religion,English,BLACK,2018
572,London,Female,Married,None,2,Non_Christian,Other,ASIAN,2018
574,North_West,Female,Widowed,Labour,2,Roman_Catholic,English,BLACK,2018
575,East_of_England,Female,Not_married,Labour,2,No_religion,English,BLACK,2018
576,London,Male,Married,Labour,0,No_religion,British,BLACK,2018
577,East_Midlands,Female,Widowed,Conservative,1,No_religion,Scottish,BLACK,2018
578,North_West,Male,Married,Labour,0,No_religion,British,BLACK,2018
579,South_West,Male,Widowed,Liberal_Democrat,2,No_religion,European,BLACK,2018
580,Scotland,Female,Widowed,Conservative,2,Other_Christian,British,BLACK,2018
581,North_East,Female,Widowed,Labour,0,Church_of_England,British,BLACK,2018
582,South_East,Male,Not_married,None,2,Roman_Catholic,Other,BLACK,2018
583,South_West,Female,Widowed,Conservative,1,No_religion,European,BLACK,2018
585,South_West,Female,Married,None,0,Other_Christian,English,BLACK,2018
586,South_West,Male,Living_as_married,None,0,Other_Christian,Other,BLACK,2018
587,Wales,Female,Married,Conservative,0,Church_of_England,English,BLACK,2018
588,East_Midlands,Female,Living_as_married,Labour,2,No_religion,English,BLACK,2018
589,East_Midlands,Female,Not_married,Conservative,2,No_religion,British,BLACK,2018
591,East_of_England,Female,Married,Conservative,0,No_religion,British,BLACK,2018
592,East_of_England,Female,Married,Labour,1,Other_Christian,European,BLACK,2018
593,South_West,Female,Living_as_married,Labour,2,No_religion,British,BLACK,2018
594,Yorkshire_and_The_Humber,Male,Married,None,2,No_religion,English,BLACK,2018
595,South_East,Female,Married,Conservative,2,Other_Christian,British,BLACK,2018
596,North_East,Female,Not_married,Labour,1,Other_Christian,English,BLACK,2018
597,South_East,Male,Married,Conservative,2,Church_of_England,British,BLACK,2018
598,Wales,Male,Separated_after_marrying,Conservative,2,Other_Christian,British,BLACK,2018
599,South_East,Female,Married,Conservative,2,No_religion,Scottish,BLACK,2018
601,South_East,Male,Not_married,Liberal_Democrat,1,No_religion,British,BLACK,2018
602,Yorkshire_and_The_Humber,Male,Widowed,Labour,2,Other_Christian,British,BLACK,2018
603,South_East,Male,Married,Conservative,2,Other_Christian,Other,BLACK,2018
605,Yorkshire_and_The_Humber,Female,Married,Labour,0,Roman_Catholic,British,BLACK,2018
606,South_West,Female,Married,Labour,0,No_religion,British,BLACK,2018
608,South_West,Male,Widowed,Conservative,0,Church_of_England,Welsh,BLACK,2018
609,East_of_England,Male,Married,None,2,Church_of_England,British,BLACK,2018
610,North_East,Female,Married,Labour,0,No_religion,British,BLACK,2018
611,Scotland,Male,Not_married,Scottish_National_Party,2,Roman_Catholic,Scottish,BLACK,2018
612,London,Female,Married,None,2,Other_Christian,Other,BLACK,2018
613,Scotland,Female,Widowed,Labour,2,No_religion,Scottish,BLACK,2018
614,South_East,Female,Separated_after_marrying,Liberal_Democrat,0,Church_of_England,British,BLACK,2018
615,East_of_England,Male,Married,Labour,2,No_religion,British,BLACK,2018
617,South_West,Female,Not_married,Conservative,2,No_religion,British,BLACK,2018
618,South_West,Female,Widowed,Labour,0,No_religion,English,BLACK,2018
619,Scotland,Male,Married,Scottish_National_Party,2,No_religion,Scottish,BLACK,2018
621,South_East,Female,Married,Conservative,2,Church_of_England,British,BLACK,2018
623,South_East,Male,Widowed,Labour,2,Non_Christian,British,BLACK,2018
624,East_Midlands,Male,Living_as_married,Conservative,1,No_religion,English,BLACK,2018
627,Scotland,Female,Married,Labour,1,Roman_Catholic,Other,BLACK,2018
628,East_Midlands,Male,Not_married,Labour,0,No_religion,British,BLACK,2018
629,North_West,Female,Widowed,Green_Party,2,Other_Christian,British,BLACK,2018
630,South_East,Female,Separated_after_marrying,None,2,No_religion,British,ASIAN,2018
631,South_East,Male,Separated_after_marrying,None,2,No_religion,British,BLACK,2018
632,East_Midlands,Male,Separated_after_marrying,Conservative,2,No_religion,English,BLACK,2018
634,West_Midlands,Female,Married,Conservative,2,Other_Christian,English,BLACK,2018
637,London,Female,Separated_after_marrying,Labour,2,Church_of_England,British,BLACK,2018
638,West_Midlands,Male,Living_as_married,Labour,1,Other_Christian,Other,BLACK,2018
640,North_West,Male,Married,Liberal_Democrat,2,No_religion,English,BLACK,2018
641,Scotland,Female,Widowed,Conservative,2,Other_Christian,Scottish,BLACK,2018
642,Wales,Female,Widowed,Labour,1,No_religion,Welsh,BLACK,2018
643,Scotland,Female,Not_married,None,0,No_religion,Scottish,BLACK,2018
644,Scotland,Female,Married,Scottish_National_Party,1,No_religion,Scottish,BLACK,2018
645,South_East,Male,Married,None,0,No_religion,British,BLACK,2018
647,Wales,Female,Married,Conservative,0,Non_Christian,British,BLACK,2018
648,West_Midlands,Male,Living_as_married,Labour,2,No_religion,Other,BLACK,2018
649,Wales,Female,Married,Liberal_Democrat,2,Other_Christian,Welsh,BLACK,2018
650,Scotland,Female,Separated_after_marrying,Labour,2,Other_Christian,Scottish,BLACK,2018
651,Scotland,Female,Widowed,Scottish_National_Party,0,No_religion,Scottish,BLACK,2018
652,North_West,Male,Married,Labour,0,Non_Christian,British,BLACK,2018
653,Yorkshire_and_The_Humber,Male,Married,Conservative,2,No_religion,British,BLACK,2018
654,North_East,Female,Living_as_married,Labour,2,Church_of_England,British,ASIAN,2018
655,Scotland,Male,Married,Scottish_National_Party,2,No_religion,Scottish,BLACK,2018
656,North_West,Female,Separated_after_marrying,Labour,1,Roman_Catholic,British,BLACK,2018
657,West_Midlands,Female,Living_as_married,Labour,2,No_religion,British,BLACK,2018
658,London,Female,Not_married,Labour,2,No_religion,English,BLACK,2018
659,East_of_England,Female,Married,None,0,Church_of_England,British,BLACK,2018
660,South_West,Male,Married,Labour,2,No_religion,English,BLACK,2018
661,East_Midlands,Female,Living_as_married,Labour,2,No_religion,British,BLACK,2018
662,East_Midlands,Female,Not_married,None,1,No_religion,English,BLACK,2018
664,Wales,Female,Married,Liberal_Democrat,2,Roman_Catholic,British,BLACK,2018
665,North_East,Male,Widowed,Labour,0,No_religion,English,BLACK,2018
667,East_Midlands,Female,Widowed,Labour,2,Church_of_England,British,BLACK,2018
668,Scotland,Female,Married,Labour,2,Roman_Catholic,Scottish,BLACK,2018
669,Wales,Female,Widowed,Conservative,2,Church_of_England,British,BLACK,2018
673,Yorkshire_and_The_Humber,Female,Widowed,Conservative,0,Church_of_England,English,BLACK,2018
674,Scotland,Male,Not_married,Scottish_National_Party,2,No_religion,Scottish,BLACK,2018
675,Yorkshire_and_The_Humber,Male,Not_married,Labour,2,No_religion,English,BLACK,2018
677,Wales,Male,Married,Conservative,2,No_religion,British,BLACK,2018
678,London,Female,Widowed,Labour,1,No_religion,English,BLACK,2018
679,North_East,Female,Married,Conservative,2,Church_of_England,English,BLACK,2018
681,South_East,Female,Married,Conservative,2,No_religion,British,BLACK,2018
683,East_of_England,Male,Married,Labour,2,No_religion,English,BLACK,2018
684,North_West,Female,Not_married,Labour,2,Roman_Catholic,British,BLACK,2018
685,South_East,Male,Widowed,Labour,2,No_religion,English,BLACK,2018
686,South_West,Female,Widowed,Conservative,2,Other_Christian,English,BLACK,2018
688,North_West,Male,Living_as_married,Labour,0,Other_Christian,British,BLACK,2018
689,North_West,Female,Married,Conservative,1,Church_of_England,British,BLACK,2018
690,North_East,Female,Married,None,2,Church_of_England,British,BLACK,2018
692,South_West,Female,Married,Conservative,2,Church_of_England,English,BLACK,2018
694,West_Midlands,Female,Separated_after_marrying,Labour,2,Church_of_England,British,BLACK,2018
695,South_West,Female,Separated_after_marrying,Labour,0,Other_Christian,British,BLACK,2018
696,North_East,Male,Separated_after_marrying,Labour,2,Church_of_England,English,BLACK,2018
697,South_East,Male,Not_married,Liberal_Democrat,2,No_religion,English,BLACK,2018
699,South_East,Female,Married,Labour,0,No_religion,British,BLACK,2018
702,North_East,Female,Married,Liberal_Democrat,0,No_religion,British,BLACK,2018
703,London,Female,Not_married,Labour,2,No_religion,British,BLACK,2018
704,South_East,Female,Married,Conservative,1,Church_of_England,English,BLACK,2018
706,East_Midlands,Female,Married,Labour,2,No_religion,British,BLACK,2018
707,East_of_England,Male,Married,Conservative,2,Other_Christian,British,BLACK,2018
708,South_East,Male,Separated_after_marrying,None,2,Church_of_England,British,BLACK,2018
711,South_East,Female,Married,Green_Party,2,Other_Christian,British,BLACK,2018
712,East_Midlands,Female,Widowed,Labour,2,Other_Christian,British,BLACK,2018
713,North_East,Female,Not_married,Labour,2,No_religion,Other,BLACK,2018
716,North_West,Female,Separated_after_marrying,Green_Party,2,Church_of_England,British,BLACK,2018
718,West_Midlands,Female,Married,Labour,2,No_religion,British,BLACK,2018
719,North_West,Male,Separated_after_marrying,other,0,No_religion,European,BLACK,2018
720,Scotland,Female,Married,Scottish_National_Party,2,No_religion,Scottish,BLACK,2018
721,East_Midlands,Female,Widowed,Conservative,2,No_religion,English,BLACK,2018
722,East_of_England,Male,Widowed,Labour,2,Roman_Catholic,Scottish,BLACK,2018
728,South_East,Female,Married,Conservative,0,Church_of_England,British,BLACK,2018
730,East_of_England,Male,Married,Labour,0,Non_Christian,British,BLACK,2018
731,East_of_England,Female,Married,Conservative,2,No_religion,British,BLACK,2018
732,East_Midlands,Female,Married,Labour,2,No_religion,English,BLACK,2018
733,Wales,Female,Widowed,Labour,1,No_religion,Welsh,BLACK,2018
734,Scotland,Female,Not_married,Conservative,1,No_religion,British,BLACK,2018
735,South_East,Male,Living_as_married,other,0,No_religion,Other,BLACK,2018
736,Scotland,Male,Married,Scottish_National_Party,2,Non_Christian,Scottish,BLACK,2018
737,North_West,Female,Separated_after_marrying,Labour,2,Roman_Catholic,Other,BLACK,2018
738,South_East,Female,Married,Conservative,2,No_religion,British,BLACK,2018
741,East_Midlands,Male,Separated_after_marrying,Conservative,1,No_religion,English,BLACK,2018
743,South_West,Female,Married,Conservative,2,No_religion,Other,BLACK,2018
745,Wales,Female,Married,Labour,2,Church_of_England,Welsh,BLACK,2018
746,West_Midlands,Female,Widowed,Labour,2,Non_Christian,British,BLACK,2018
747,South_East,Female,Married,None,1,Other_Christian,British,BLACK,2018
748,North_East,Female,Living_as_married,Green_Party,2,No_religion,British,BLACK,2018
749,South_East,Male,Married,Labour,2,No_religion,English,BLACK,2018
751,West_Midlands,Female,Married,None,0,Non_Christian,Other,BLACK,2018
752,North_West,Female,Married,Labour,0,Non_Christian,British,BLACK,2018
753,London,Male,Married,Labour,2,Other_Christian,British,BLACK,2018
754,Yorkshire_and_The_Humber,Female,Married,None,2,Other_Christian,British,BLACK,2018
756,West_Midlands,Female,Widowed,Conservative,0,Church_of_England,English,BLACK,2018
757,Scotland,Male,Not_married,Scottish_National_Party,2,No_religion,Scottish,ASIAN,2018
758,North_West,Male,Married,None,0,Other_Christian,Welsh,BLACK,2018
759,London,Female,Married,Labour,0,Non_Christian,British,BLACK,2018
760,Yorkshire_and_The_Humber,Male,Not_married,None,0,No_religion,British,BLACK,2018
762,East_Midlands,Male,Married,None,0,Church_of_England,British,BLACK,2018
766,East_Midlands,Male,Not_married,Labour,1,No_religion,English,BLACK,2018
767,Yorkshire_and_The_Humber,Female,Married,Labour,0,Roman_Catholic,English,BLACK,2018
768,Scotland,Male,Married,Labour,2,Roman_Catholic,Scottish,BLACK,2018
769,Yorkshire_and_The_Humber,Female,Separated_after_marrying,Labour,2,No_religion,English,BLACK,2018
770,East_Midlands,Female,Separated_after_marrying,Conservative,0,No_religion,British,BLACK,2018
771,Yorkshire_and_The_Humber,Female,Married,Conservative,0,Church_of_England,British,BLACK,2018
773,West_Midlands,Female,Widowed,Labour,2,Church_of_England,British,BLACK,2018
775,Yorkshire_and_The_Humber,Male,Married,Conservative,1,Church_of_England,British,BLACK,2018
776,North_West,Male,Married,Labour,0,Non_Christian,Other,BLACK,2018
