,Region,Gender,Family,Political,confidence_level,Religon,Nationity,Color,year,AgeGroup,Age,GP_Sources,GP_Sources_Level
333,East_Midlands,Female,Married,Labour,Against,No_religion,British,BLACK: of other origin,2018,26-45,37,20.295,0
334,East_Midlands,Female,Not_married,Labour,For,No_religion,British,BLACK: of other origin,2018,18-25,23,20.295,0
335,North_East,Male,Living_as_married,Other_Small_Parties,For,No_religion,English,BLACK: of other origin,2018,26-45,35,27.062,1
336,North_West,Male,Married,None,Against,No_religion,English,BLACK: of other origin,2018,Above65,84,26.534,1
337,South_West,Male,Married,Conservative,Neither,No_religion,British,BLACK: of other origin,2018,46-65,47,17.373,0
340,Scotland,Male,Married,Conservative,For,Other_Christian,Scottish,BLACK: of other origin,2018,46-65,65,25.729,1
341,North_West,Female,Married,Conservative,Neither,Other_Christian,British,BLACK: of other origin,2018,Above65,70,26.534,1
342,East_of_England,Female,Living_as_married,Conservative,For,No_religion,British,BLACK: of other origin,2018,46-65,46,17.699,0
343,East_Midlands,Female,Married,Other_Small_Parties,Neither,Church_of_England,English,BLACK: of other origin,2018,Above65,78,20.295,0
344,West_Midlands,Female,Married,Conservative,For,No_religion,British,BLACK: of other origin,2018,26-45,42,22.106,0
345,Wales,Female,Widowed,Labour,For,Church_of_England,Welsh,BLACK: of other origin,2018,Above65,82,25.188,1
346,East_Midlands,Female,Living_as_married,Labour,For,No_religion,English,BLACK: of other origin,2018,26-45,43,20.295,0
350,East_of_England,Male,Married,Liberal_Democrat,Neither,No_religion,Other,BLACK: of other origin,2018,Above65,71,17.699,0
351,Yorkshire_and_The_Humber,Female,Separated_after_marrying,Labour,Against,Non_Christian,British,BLACK: of Caribbean origin,2018,26-45,39,23.363,1
354,Wales,Male,Married,None,For,No_religion,Welsh,BLACK: of other origin,2018,Above65,75,25.188,1
355,London,Male,Married,Conservative,Against,No_religion,English,BLACK: of other origin,2018,Above65,67,22.149,0
356,London,Male,Not_married,Labour,Against,No_religion,British,BLACK: of other origin,2018,18-25,19,22.149,0
357,South_West,Female,Not_married,Labour,Against,No_religion,British,BLACK: of other origin,2018,18-25,19,17.373,0
359,North_West,Male,Not_married,Labour,Neither,No_religion,British,BLACK: of other origin,2018,26-45,30,26.534,1
361,East_Midlands,Female,Widowed,Conservative,For,Other_Christian,British,BLACK: of other origin,2018,Above65,78,20.295,0
362,South_East,Female,Separated_after_marrying,Labour,Neither,No_religion,English,BLACK: of other origin,2018,26-45,33,20.383,0
363,London,Female,Separated_after_marrying,Labour,For,No_religion,British,BLACK: of other origin,2018,Above65,73,22.149,0
364,North_West,Female,Married,Labour,For,Other_Christian,British,BLACK: of other origin,2018,26-45,38,26.534,1
365,North_West,Male,Married,Labour,For,Non_Christian,British,BLACK: of Caribbean origin,2018,46-65,53,26.534,1
366,Yorkshire_and_The_Humber,Male,Married,Conservative,For,No_religion,British,BLACK: of other origin,2018,Above65,73,23.363,1
367,Scotland,Female,Not_married,Liberal_Democrat,For,Roman_Catholic,European,BLACK: of other origin,2018,18-25,22,25.729,1
368,East_of_England,Female,Separated_after_marrying,Labour,Neither,Roman_Catholic,Other,BLACK: of other origin,2018,Above65,70,17.699,0
369,Yorkshire_and_The_Humber,Male,Married,None,For,Other_Christian,English,BLACK: of other origin,2018,Above65,74,23.363,1
370,Yorkshire_and_The_Humber,Female,Married,Labour,For,Non_Christian,Other,BLACK: of Caribbean origin,2018,26-45,30,23.363,1
373,North_West,Male,Separated_after_marrying,Liberal_Democrat,Against,No_religion,English,BLACK: of other origin,2018,26-45,45,26.534,1
374,West_Midlands,Female,Not_married,Conservative,For,Other_Christian,British,BLACK: of other origin,2018,18-25,23,22.106,0
376,Scotland,Female,Widowed,Labour,Against,No_religion,British,BLACK: of other origin,2018,Above65,82,25.729,1
377,South_East,Male,Living_as_married,None,For,No_religion,English,BLACK: of other origin,2018,26-45,37,20.383,0
378,London,Male,Not_married,Labour,For,Other_Christian,British,BLACK: of African origin,2018,18-25,18,22.149,0
379,East_of_England,Male,Married,Conservative,For,No_religion,English,BLACK: of other origin,2018,Above65,74,17.699,0
381,Wales,Female,Married,Conservative,Neither,No_religion,British,BLACK: of other origin,2018,46-65,56,25.188,1
382,South_West,Female,Married,Conservative,For,Church_of_England,English,BLACK: of other origin,2018,26-45,43,17.373,0
384,North_East,Female,Widowed,None,Against,Church_of_England,English,BLACK: of other origin,2018,Above65,76,27.062,1
386,North_West,Male,Not_married,None,For,Roman_Catholic,British,BLACK: of other origin,2018,18-25,22,26.534,1
388,London,Male,Married,Labour,Neither,Non_Christian,British,BLACK: of Caribbean origin,2018,46-65,56,22.149,0
390,North_West,Female,Married,Conservative,For,Roman_Catholic,British,BLACK: of other origin,2018,26-45,42,26.534,1
391,West_Midlands,Male,Married,Conservative,For,No_religion,English,BLACK: of other origin,2018,Above65,72,22.106,0
396,West_Midlands,Male,Not_married,Conservative,For,No_religion,English,BLACK: of other origin,2018,26-45,45,22.106,0
398,West_Midlands,Female,Widowed,None,Against,Other_Christian,British,BLACK: of African origin,2018,Above65,87,22.106,0
399,North_West,Female,Separated_after_marrying,Labour,Neither,No_religion,British,BLACK: of other origin,2018,Above65,68,26.534,1
400,London,Male,Married,Conservative,Against,No_religion,British,BLACK: of other origin,2018,46-65,63,22.149,0
401,South_West,Female,Married,None,Neither,Non_Christian,Other,BLACK: of Caribbean origin,2018,26-45,36,17.373,0
402,Yorkshire_and_The_Humber,Female,Married,Labour,For,Non_Christian,Other,BLACK: of Caribbean origin,2018,26-45,34,23.363,1
404,East_of_England,Female,Married,Conservative,Neither,Other_Christian,English,BLACK: of other origin,2018,46-65,63,17.699,0
406,North_East,Female,Separated_after_marrying,Labour,Neither,No_religion,British,BLACK: of other origin,2018,26-45,31,27.062,1
407,East_of_England,Male,Married,Conservative,For,No_religion,British,BLACK: of other origin,2018,46-65,56,17.699,0
408,West_Midlands,Female,Separated_after_marrying,None,For,No_religion,English,ASIAN: of Indian origin,2018,26-45,42,22.106,0
412,North_East,Female,Married,Conservative,For,No_religion,English,BLACK: of other origin,2018,46-65,48,27.062,1
415,East_of_England,Female,Living_as_married,Labour,For,No_religion,British,BLACK: of other origin,2018,46-65,59,17.699,0
416,East_of_England,Male,Married,Labour,For,Church_of_England,English,BLACK: of other origin,2018,Above65,71,17.699,0
418,North_West,Female,Married,Labour,For,Church_of_England,British,BLACK: of other origin,2018,Above65,79,26.534,1
420,North_East,Male,Married,Labour,Against,Non_Christian,Other,BLACK: of other origin,2018,46-65,53,27.062,1
421,East_Midlands,Male,Married,Labour,Against,No_religion,British,BLACK: of other origin,2018,26-45,43,20.295,0
423,South_East,Female,Separated_after_marrying,Conservative,Against,Church_of_England,British,BLACK: of other origin,2018,Above65,70,20.383,0
424,Yorkshire_and_The_Humber,Female,Married,Conservative,For,Church_of_England,English,BLACK: of other origin,2018,Above65,79,23.363,1
425,Scotland,Female,Married,Regional_Parties,Against,Roman_Catholic,Scottish,BLACK: of other origin,2018,46-65,62,25.729,1
426,East_of_England,Female,Separated_after_marrying,Conservative,For,Church_of_England,English,BLACK: of other origin,2018,Above65,82,17.699,0
427,London,Female,Not_married,Labour,Neither,Non_Christian,Other,BLACK: of African origin,2018,46-65,60,22.149,0
428,East_of_England,Female,Married,None,For,No_religion,English,BLACK: of other origin,2018,26-45,38,17.699,0
429,Scotland,Male,Living_as_married,None,For,No_religion,Scottish,BLACK: of other origin,2018,26-45,45,25.729,1
431,West_Midlands,Female,Widowed,Labour,For,Church_of_England,English,BLACK: of other origin,2018,Above65,77,22.106,0
432,Wales,Male,Widowed,Liberal_Democrat,Neither,No_religion,English,BLACK: of other origin,2018,Above65,87,25.188,1
433,London,Male,Separated_after_marrying,Labour,Neither,Other_Christian,British,BLACK: of African origin,2018,46-65,58,22.149,0
435,Scotland,Male,Married,Regional_Parties,For,No_religion,Scottish,BLACK: of other origin,2018,Above65,68,25.729,1
437,East_of_England,Female,Not_married,Conservative,For,No_religion,British,BLACK: of other origin,2018,18-25,21,17.699,0
438,West_Midlands,Female,Not_married,Labour,For,Church_of_England,English,BLACK: of other origin,2018,26-45,43,22.106,0
439,Yorkshire_and_The_Humber,Male,Not_married,Labour,For,No_religion,British,BLACK: of other origin,2018,Above65,74,23.363,1
440,Yorkshire_and_The_Humber,Female,Not_married,Labour,Against,No_religion,English,BLACK: of other origin,2018,26-45,35,23.363,1
442,North_West,Female,Separated_after_marrying,Labour,For,Church_of_England,British,BLACK: of other origin,2018,26-45,43,26.534,1
443,South_East,Male,Not_married,Labour,Against,Non_Christian,British,BLACK: of African origin,2018,46-65,50,20.383,0
444,Scotland,Male,Married,Conservative,Against,Other_Christian,Other,BLACK: of other origin,2018,46-65,60,25.729,1
445,West_Midlands,Male,Married,None,Neither,No_religion,English,BLACK: of other origin,2018,26-45,30,22.106,0
446,East_Midlands,Male,Widowed,Labour,For,No_religion,English,BLACK: of other origin,2018,Above65,88,20.295,0
447,North_East,Female,Living_as_married,Labour,For,No_religion,British,BLACK: of other origin,2018,18-25,24,27.062,1
448,Yorkshire_and_The_Humber,Female,Married,Labour,Against,No_religion,English,BLACK: of other origin,2018,26-45,40,23.363,1
450,London,Male,Not_married,Labour,For,Non_Christian,British,BLACK: of Caribbean origin,2018,18-25,21,22.149,0
451,East_of_England,Male,Married,Labour,For,Other_Christian,British,BLACK: of other origin,2018,Above65,76,17.699,0
452,South_West,Female,Separated_after_marrying,Liberal_Democrat,Against,No_religion,English,BLACK: of other origin,2018,46-65,62,17.373,0
453,Scotland,Male,Married,None,For,No_religion,Scottish,BLACK: of other origin,2018,26-45,31,25.729,1
454,Yorkshire_and_The_Humber,Male,Not_married,Labour,Neither,Church_of_England,English,BLACK: of other origin,2018,46-65,54,23.363,1
456,North_West,Female,Married,Labour,For,Roman_Catholic,European,BLACK: of other origin,2018,46-65,51,26.534,1
458,South_East,Male,Not_married,Other_Small_Parties,For,No_religion,English,BLACK: of other origin,2018,46-65,52,20.383,0
459,North_West,Male,Married,None,For,Other_Christian,English,BLACK: of other origin,2018,46-65,60,26.534,1
460,South_East,Male,Living_as_married,Labour,Neither,Other_Christian,British,BLACK: of African origin,2018,26-45,42,20.383,0
462,North_West,Female,Not_married,Labour,Against,Roman_Catholic,English,BLACK: of other origin,2018,46-65,47,26.534,1
463,North_East,Female,Widowed,Conservative,Against,No_religion,English,BLACK: of other origin,2018,Above65,68,27.062,1
464,North_West,Male,Married,Conservative,For,Other_Christian,English,BLACK: of other origin,2018,Above65,66,26.534,1
465,Yorkshire_and_The_Humber,Female,Living_as_married,Labour,For,Church_of_England,English,BLACK: of other origin,2018,46-65,48,23.363,1
466,West_Midlands,Male,Not_married,Liberal_Democrat,Against,No_religion,English,BLACK: of African origin,2018,46-65,53,22.106,0
467,East_of_England,Male,Married,Conservative,Neither,Church_of_England,British,BLACK: of other origin,2018,46-65,61,17.699,0
468,North_West,Male,Widowed,Conservative,For,No_religion,British,BLACK: of other origin,2018,Above65,83,26.534,1
469,South_East,Female,Separated_after_marrying,Liberal_Democrat,For,Roman_Catholic,British,BLACK: of other origin,2018,Above65,78,20.383,0
470,Scotland,Male,Not_married,None,For,No_religion,British,BLACK: of other origin,2018,46-65,51,25.729,1
471,London,Female,Married,Regional_Parties,For,Non_Christian,British,BLACK: of other origin,2018,26-45,43,22.149,0
472,North_West,Female,Living_as_married,Labour,Against,No_religion,British,BLACK: of other origin,2018,26-45,31,26.534,1
474,South_West,Female,Widowed,Conservative,Against,Church_of_England,English,BLACK: of other origin,2018,Above65,71,17.373,0
475,East_of_England,Female,Married,Labour,For,Other_Christian,English,BLACK: of other origin,2018,Above65,74,17.699,0
476,North_West,Male,Married,Labour,Against,No_religion,British,BLACK: of other origin,2018,Above65,69,26.534,1
477,East_Midlands,Female,Separated_after_marrying,Labour,For,Other_Christian,British,BLACK: of other origin,2018,46-65,62,20.295,0
478,East_Midlands,Female,Married,Conservative,For,Church_of_England,English,BLACK: of other origin,2018,46-65,49,20.295,0
479,North_East,Male,Separated_after_marrying,Conservative,For,Roman_Catholic,British,BLACK: of other origin,2018,46-65,58,27.062,1
480,Yorkshire_and_The_Humber,Male,Married,Conservative,For,Other_Christian,English,BLACK: of other origin,2018,Above65,67,23.363,1
481,Scotland,Male,Not_married,Regional_Parties,For,Other_Christian,Scottish,BLACK: of other origin,2018,Above65,67,25.729,1
482,Yorkshire_and_The_Humber,Male,Widowed,None,For,Church_of_England,British,BLACK: of other origin,2018,Above65,75,23.363,1
484,South_East,Female,Married,Conservative,Against,No_religion,British,BLACK: of other origin,2018,26-45,40,20.383,0
485,South_East,Female,Married,Conservative,Neither,Other_Christian,British,BLACK: of other origin,2018,Above65,72,20.383,0
486,Yorkshire_and_The_Humber,Female,Married,None,Against,Church_of_England,British,BLACK: of other origin,2018,Above65,78,23.363,1
487,South_West,Female,Married,Conservative,Against,No_religion,British,BLACK: of other origin,2018,46-65,60,17.373,0
488,Wales,Male,Separated_after_marrying,Labour,For,No_religion,Welsh,BLACK: of other origin,2018,Above65,68,25.188,1
489,West_Midlands,Male,Not_married,Conservative,For,No_religion,English,BLACK: of other origin,2018,Above65,72,22.106,0
490,Wales,Female,Married,Regional_Parties,For,Other_Christian,Welsh,BLACK: of other origin,2018,Above65,71,25.188,1
492,Yorkshire_and_The_Humber,Male,Married,Labour,Neither,Non_Christian,British,BLACK: of Caribbean origin,2018,26-45,43,23.363,1
494,East_of_England,Female,Not_married,Labour,For,No_religion,English,BLACK: of other origin,2018,46-65,50,17.699,0
496,Yorkshire_and_The_Humber,Female,Separated_after_marrying,None,Against,No_religion,None,BLACK: of other origin,2018,46-65,52,23.363,1
497,Yorkshire_and_The_Humber,Female,Married,Labour,Against,Non_Christian,British,BLACK: of Caribbean origin,2018,26-45,39,23.363,1
498,South_East,Male,Married,Conservative,Neither,Roman_Catholic,British,BLACK: of other origin,2018,46-65,53,20.383,0
499,East_of_England,Female,Married,None,For,No_religion,British,BLACK: of other origin,2018,46-65,51,17.699,0
500,East_of_England,Female,Married,Conservative,Against,Church_of_England,British,BLACK: of other origin,2018,Above65,75,17.699,0
501,West_Midlands,Male,Married,Labour,Against,No_religion,British,BLACK: of other origin,2018,26-45,34,22.106,0
503,East_Midlands,Female,Married,None,Neither,Non_Christian,British,BLACK: of Caribbean origin,2018,26-45,31,20.295,0
506,Scotland,Male,Separated_after_marrying,Conservative,For,No_religion,British,BLACK: of other origin,2018,Above65,66,25.729,1
509,West_Midlands,Male,Married,None,Against,No_religion,English,BLACK: of other origin,2018,46-65,62,22.106,0
510,South_East,Male,Not_married,Labour,Against,No_religion,British,BLACK: of other origin,2018,46-65,57,20.383,0
511,South_East,Female,Married,Liberal_Democrat,Neither,No_religion,British,BLACK: of other origin,2018,Above65,67,20.383,0
